Sample_ID	Subject_ID	Additional_sample_data	Age	Genotype	Gender	Diet	Sample	Condition	0_75_0_77	0_77_0_80	0_80_0_82	0_82_0_84	0_84_0_86	0_86_0_92	0_92_0_97	0_97_1_02	1_02_1_06	1_06_1_10	1_10_1_12	1_12_1_15	1_15_1_18	1_18_1_23	1_23_1_26	1_26_1_28	1_28_1_30	1_30_1_36	1_36_1_42	1_42_1_45	1_45_1_50	1_50_1_53	1_53_1_58	1_58_1_60	1_60_1_63	1_63_1_65	1_65_1_71	1_71_1_75	1_75_1_79	1_79_1_84	1_84_1_86	1_86_1_88	1_88_1_94	1_94_1_98	1_98_2_03	2_03_2_08	2_08_2_11	2_11_2_17	2_17_2_20	2_20_2_26	2_26_2_32	2_32_2_37	2_37_2_40	2_40_2_42	2_42_2_48	2_48_2_52	2_52_2_58	2_58_2_61	2_61_2_63	2_63_2_66	2_66_2_71	2_71_2_77	2_77_2_83	2_83_2_86	2_86_2_89	2_89_2_91	2_91_2_94	2_94_2_97	2_97_3_02	3_02_3_08	3_08_3_12	3_12_3_17	3_17_3_20	3_20_3_24	3_24_3_30	3_30_3_36	3_36_3_39	3_39_3_45	3_45_3_48	3_48_3_50	3_50_3_53	3_53_3_57	3_57_3_62	3_62_3_64	3_64_3_70	3_70_3_73	3_73_3_79	3_79_3_81	3_81_3_85	3_85_3_87	3_87_3_90	3_90_3_96	3_96_4_00	4_00_4_03	4_03_4_08	4_08_4_14	4_14_4_17	4_17_4_19	4_19_4_24	4_24_4_26	4_26_4_30	4_30_4_34	4_34_4_40	4_40_4_46	4_46_4_49	4_49_4_54	4_54_4_58	4_58_4_64	4_64_4_70	4_70_4_76	4_76_4_78	4_80_4_85	4_85_4_90	4_90_4_95	4_95_4_99	4_99_5_04	5_04_5_07	5_07_5_10	5_10_5_15	5_15_5_18	5_18_5_22	5_22_5_25	5_25_5_27	5_27_5_31	5_31_5_36	5_36_5_41	5_41_5_44	5_44_5_48	5_48_5_52	5_52_5_56	5_56_5_58	5_58_5_64	5_64_5_69	5_69_5_72	5_72_5_77	5_77_5_83	5_83_5_88	5_88_5_92	5_92_5_95	5_95_6_00	6_00_6_05	6_05_6_11	6_11_6_16	6_16_6_21	6_21_6_26	6_26_6_29	6_29_6_35	6_35_6_41	6_41_6_45	6_45_6_47	6_47_6_52	6_52_6_55	6_55_6_59	6_59_6_64	6_64_6_69	6_69_6_74	6_74_6_77	6_77_6_79	6_79_6_84	6_84_6_87	6_87_6_93	6_93_6_97	6_97_7_00	7_00_7_02	7_02_7_05	7_05_7_08	7_08_7_10	7_10_7_15	7_15_7_19	7_19_7_21	7_21_7_27	7_27_7_30	7_30_7_33	7_33_7_34	7_39_7_44	7_44_7_48	7_48_7_52	7_52_7_56	7_56_7_62	7_62_7_67	7_67_7_71	7_71_7_75	7_75_7_78	7_78_7_81	7_81_7_83	7_83_7_89	7_89_7_91	7_91_7_97	7_97_8_02	8_02_8_06	8_06_8_10	8_10_8_15	8_15_8_18	8_18_8_22	8_22_8_27	8_27_8_32	8_32_8_33	8_35_8_37	8_37_8_39	8_39_8_45	8_45_8_51	8_51_8_55	8_55_8_58	8_58_8_63	8_63_8_69	8_69_8_73	8_73_8_77	8_77_8_81	8_81_8_85	8_85_8_91	8_91_8_95	8_95_9_01	9_01_9_05	9_05_9_10	9_10_9_12	9_12_9_17	9_17_9_20	NMR_BINNED_DATA_END	END
B_25	-	{'Sample': 'Sample'}	5	NTG	F	CR	Sample	5	0.2907	0.27216	0.29883	0.6001	1.2895	5.0567	4.7891	1.1455	0.91971	0.29731	0.078483	0.096933	0.35027	1.8041	0.87738	0.49643	0.88275	36.803	4.0412	1.2238	4.0289	0.51961	0.81706	0.33693	0.74206	0.61931	2.6782	1.4126	0.68297	3.1787	0.26361	1.2955	494.63	5.0813	20.208	14.741	5.0213	20.098	2.2887	3.1935	11.897	19.053	2.4798	1.5369	11.15	6.3558	3.1849	0.45123	0.42935	2.5908	9.6176	0.97743	5.223	0.31722	0.32635	0.35666	0.5526	0.8727	10.133	26.314	1.2688	1.2916	4.7066	15.26	24.313	2.4506	0.027499	16.874	0.66365	0.11602	6.2258	11.072	11.929	3.9891	4.8801	1.2172	16.482	2.0591	4.603	2.3383	4.0127	24.17	5.9749	3.399	7.9455	10.222	2.7778	1.1195	3.0189	1.254	3.5494	3.0899	5.4325	3.0616	0.91017	1.8291	0.82269	0.75062	0.22456	0.4984	0.27997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074247	0	0	0.22849	0	0	0	0	0	0.32324	0.086603	0.23134	0	1.2216	0.78193	0	0	0	0	0.05134	0	0.022961	0.012867	0	0	0	0	0.0029585	0.047638	0.096406	0.25097	0.0033921	0.20922	0.23999	0.000086706	0	0	0.14988	0.053418	0.47836	0.086773	0.24506	0.33547	0.25655	0.057172	0.028048	1.4788	0.34122	0.31722	0.20955	0.6541	0.26879	0.042845	0.034474	0.1397	0.12735	0.098199	0.44044	0.022983	0.36982	0.41611	0.031013	0.16552	0.20688	0.078278	0.59742	1.5772	0.1867	0.0072835	0.21982	0	5.6899	0.81425	0.66057	0.36859	0.66555	0.5124	0.41476	0.30235	0.40399	0.38814	0.34101	0.37932	0.62077	0.47458	0.18978	0.167	0.47339	0.14867		
B_26	-	{'Sample': 'Sample'}	5	NTG	F	CR	Sample	5	0.40489	0.26467	0.37126	0.70654	1.331	4.919	4.8938	1.1283	1.0158	0.43656	0.1434	0.26803	0.57439	1.9526	0.76312	0.38155	0.58712	35.544	4.4804	1.2901	4.2258	0.51284	0.99038	0.48166	0.77968	0.76362	3.1239	1.8235	1.0585	3.7646	0.68399	1.6402	460.26	4.0448	21.419	16.701	6.5899	22.385	2.3149	3.5305	12.178	23.894	2.5157	1.5484	12.494	6.474	3.6253	0.54014	0.24466	2.9528	10.338	1.0605	6.0594	0.1292	0.21391	0.30443	0.84642	0.94597	10.207	30.074	1.075	1.1409	4.7483	18.078	29.123	2.2198	0	19.787	0.74071	0.16593	7.1512	12.757	13.85	4.336	5.6316	1.8623	16.778	2.1532	4.9779	2.5564	3.2548	27.535	6.6235	4.8529	9.1769	7.9911	2.7647	1.0777	3.5118	1.2462	3.3096	3.4418	5.9936	2.9228	0.82303	2.2894	0.78457	0.66282	0.11582	0.10234	0.077654	0.19089	0	0	0	0	0	0	0	0	0	0	0	0.035938	0	0	0	0	0	0	0	0.18728	0	0	0	0	0	0.19121	0	0.15134	0	1.5228	0.9508	0.11791	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06819	0.041672	0	0	0	0	0.054443	0	0.081839	0.019742	0.51123	0.057067	0.10542	0.5727	0.20204	0.25663	0.066488	0.7578	0.21324	0.18435	0.20014	0.39989	0.081374	0	0	0	0	0	0.18325	0.04373	0.11783	0.20171	0	0.1158	0.13516	0	0.55829	1.3568	0	0	0.3714	0.12276	2.8212	0.44576	0.37019	0.30946	0.76792	0.24272	0.2702	0.22173	0.11539	0.19183	0	0.36678	0.17862	0.10695	0	0	0.21509	0.065093		
B_27	-	{'Sample': 'Sample'}	5	NTG	F	CR	Sample	5	0.13613	0.34402	0.3453	0.67673	1.3639	4.8103	4.8009	1.1742	0.96096	0.18313	0.039545	0.13383	0.33998	1.8039	0.85196	0.41594	0.52482	37.002	4.29	1.2635	4.0424	0.63703	0.9409	0.39547	0.82474	0.73526	2.9319	1.8783	1.0736	3.525	0.64139	1.5759	463.52	4.0306	20.829	17.14	6.2907	22.02	2.3472	3.7187	12.395	24.346	2.8848	1.6538	11.568	6.5074	3.3485	0.36612	0.28485	2.9207	10.223	1.3574	5.9933	0.29646	0.20836	0.34272	0.82158	0.93734	10.683	30.062	1.1542	1.3594	4.2489	18.112	28.378	2.1421	0	19.599	0.58573	0.18111	6.9654	12.672	13.685	4.2245	5.6272	1.8388	18.205	2.1699	5.0201	2.499	3.6456	27.547	6.7256	4.7677	8.8384	9.4368	2.6334	1.0042	3.2427	1.2196	3.3716	3.3517	5.8467	2.8725	0.75927	2.3193	0.61379	0.27465	0.032871	0	0	0.034907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15916	0.089088	0.35135	0	1.3613	0.85742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31464	0.08077	0.11315	0.49871	0.21774	0.19114	0.091284	0.88332	0.0083608	0.03004	0	0.074809	0.001187	0.028881	0	0.0051228	0.052875	0	0.086133	0.05938	0.1878	0.2027	0	0.034582	0	0	0.23992	1.4903	0	0	0.10999	0	4.0022	0.58505	0.37689	0.24018	0.84099	0.17384	0.13341	0.095447	0	0.049168	0.11429	0.15295	0.1469	0.072415	0.020827	0.028709	0.18501	0		
B_28	-	{'Sample': 'Sample'}	5	NTG	F	CR	Sample	5	0.35083	0.27748	0.41422	0.76477	1.4779	5.2232	4.9814	1.1517	1.1961	0.49586	0.1864	0.35396	0.66844	2.2302	1.1643	0.63154	0.67305	39.91	5.1862	1.4189	4.597	0.66139	1.3012	0.5995	0.98404	0.82775	3.6732	2.0331	1.3283	4.1122	0.93837	2.0233	447.34	3.5425	22.48	15.97	6.3154	21.83	2.3773	3.6031	12.133	22.574	2.8104	1.6955	12.49	7.1408	3.7571	0.52486	0.33863	2.9264	10.384	1.2987	5.3731	0.37914	0.30431	0.45244	0.98413	1.1264	10.526	29.285	1.3531	1.5265	3.7485	18.464	27.541	2.1798	0.16348	18.789	0.83264	0.36561	7.0397	12.419	13.911	4.1724	5.686	1.9552	16.914	1.9166	5.0696	2.5598	3.2561	27.356	6.6684	4.6927	8.7111	9.3002	2.7204	0.9993	3.405	1.2246	3.4094	3.6426	6.3651	2.7873	0.83994	2.2896	0.61942	0.64272	0	0	0	0.064779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10475	0	0	0	0	0	0.29795	0.23941	0.33483	0.10198	1.6292	0.9007	0.017448	0.00067808	0	0	0	0	0	0.05824	0.036387	0	0	0	0	0.00022524	0.022308	0.30809	0.077741	0.16464	0.1281	0	0	0.12894	0.012795	0.0307	0.65855	0.2919	0.1662	0.52428	0.32994	0.38448	0.065522	0.62111	0.2067	0.2638	0.13508	0.26569	0.096466	0.15725	0.11919	0.053354	0.044349	0.051551	0.37401	0.059269	0.37753	0.46301	0.082889	0.25146	0.24443	0.17958	0.43105	1.6637	0.11476	0	0.22104	0.009933	3.9763	0.42724	0.49524	0.31965	0.81508	0.23602	0.35799	0.29402	0.22723	0.35654	0.19641	0.25872	0.13856	0.20202	0.22228	0.096136	0.37535	0.10368		
B_29	-	{'Sample': 'Sample'}	15	NTG	F	AL	Sample	15	0.32675	0.18914	0.27108	0.67664	1.2311	4.3165	4.1456	1.0641	0.99119	0.30356	0.099931	0.20477	0.55	1.8868	0.92409	0.53808	0.76055	45.247	3.9902	1.2326	4.5186	0.65727	0.98968	0.4307	0.6951	0.70928	2.6618	1.7398	1.0198	3.6102	0.56559	1.4263	468.23	3.6765	20.43	15.301	6.8115	21.23	2.0088	3.3772	9.7384	23.493	2.6601	1.6674	11.818	6.3608	3.3235	0.4104	0.17974	2.6134	9.2462	0.84124	4.8335	0.23443	0.19662	0.31038	0.63659	0.93046	8.1087	28.737	0.89507	1.1448	2.8856	17.64	29.456	2.2644	0	21.938	0.78507	0.36795	5.4804	11.011	12.042	3.9356	5.4734	1.7178	14.665	2.0837	4.9664	2.2006	2.9094	26.915	7.069	4.1254	7.5574	10.759	2.6161	1.2064	3.4334	1.1847	3.4036	3.3074	5.82	3.1855	0.85734	2.3027	0.67337	0.50178	0	0	0	0.39571	0.23196	0	0	0	0.096365	0.0038351	0	0.069132	0	0	0	0	0	0	0.0089784	0.0084125	0	0	0.004194	0.23084	0	0.050539	0	0.033712	0	0.31269	0.13244	0.19335	0	1.5676	0.8289	0.10491	0	0	0	0	0	0.066556	0.056435	0	0	0	0	0	0.099083	0.048744	0.11974	0.035873	0.10938	0.037791	0.0010163	0	0	0.045639	0.10326	0.54127	0.2164	0.17272	0.53047	0.22434	0.19406	0	1.1776	0.23308	0.30134	0.16756	0.62704	0.31573	0.20933	0.10716	0.048876	0.23073	0.077648	0.55178	0.018897	0.61092	0.38232	0.13372	0.1611	0.2087	0.12626	0.46475	1.6018	0.047458	0	0.39712	0.073752	4.3757	0.64526	0.64651	0.2514	0.87721	0.32655	0.38626	0.30444	0.33129	0.40949	0.36309	0.31529	0.29756	0.20064	0.19975	0.13339	0.41291	0.21067		
B_3	-	{'Sample': 'Sample'}	5	APP	F	AL	Sample	5	0.33596	0.17547	0.23928	0.57343	1.1841	4.2143	4.0316	0.97253	0.93676	0.35139	0.02195	0.17269	0.48877	1.6275	0.61613	0.4241	0.41609	44.824	4.1245	1.1352	3.4757	0.50944	0.73246	0.32795	0.58476	0.54162	2.3605	1.3427	0.52869	2.9936	0.10377	0.81961	456.66	4.8103	22.422	16.654	6.0951	21.305	2.3219	3.1836	12.001	23.126	3.3625	1.5576	11.087	7.0759	3.7532	0.5699	0.33275	2.3299	10.135	1.2743	5.0593	0.19854	0.29908	0.36794	0.73076	0.98311	10.585	30.105	1.1281	1.2723	2.8654	18.833	28.908	2.3809	0.090001	20.315	0.69527	0.21997	6.5888	12.325	13.869	4.1274	6.1011	1.6068	18.06	2.0525	4.5354	2.5674	3.7373	27.867	6.5486	4.4363	8.4603	11.128	2.5678	1.0662	3.2303	1.2629	3.3378	3.5862	6.3792	2.8647	0.70279	2.2476	0.74122	0.57437	0	0	0.074446	0	0	0	0	0	0	0.0058153	0	0	0	0	0	0	0.019339	0	0	0	0	0	0	0.0379	0	0	0	0	0	0.16001	0.22934	0.25465	0.11064	1.3714	0.98256	0	0	0	0.046636	0	0	0	0	0.024499	0	0	0.035065	0	0	0.0090592	0.30918	0.10229	0.11629	0	0	0	0.099081	0.013768	0.085898	0.33279	0.2172	0.21268	0.54436	0.14113	0.28358	0.062015	0.43444	0.23382	0.089395	0.20675	0.46151	0	0.027699	0.068442	0.049259	0.036671	0	0.15221	0.078439	0.59803	0.15232	0.12548	0.061512	0.11518	0.10399	0.575	1.2144	0.20544	0	0.24502	1.4044	3.2797	0.44633	0.66586	0.28345	0.85769	0.41228	0.26209	0.35873	0.10752	0.20718	0.21495	0.40534	0.27622	0.17194	0.2727	0	0.36547	0.035504		
B_30	-	{'Sample': 'Sample'}	15	NTG	F	AL	Sample	15	0.40979	0.31073	0.50258	0.76807	1.2634	4.7631	4.3086	1.0924	1.1041	0.56213	0.22931	0.25996	0.60599	1.8539	1.0164	0.49994	0.49725	37.134	3.8195	1.2198	4.055	0.61728	1.1045	0.51438	0.78468	0.76023	2.7569	1.9785	0.95264	3.6919	0.32756	1.0537	510.65	4.7234	15.87	14.929	4.9455	19.826	2.3791	3.8864	7.5817	19.767	2.1817	1.5753	10.605	4.9681	3.3669	0.56127	0.29196	2.9719	8.7967	1.2813	7.0117	0.41754	0.39651	0.51464	0.94177	0.95305	6.256	27.367	1.1725	1.2774	3.1132	15.371	22.377	2.3075	0.12175	14.728	0.91928	0.4649	5.8076	12.256	11.985	3.5919	5.7127	1.4713	16.063	2.0236	4.0148	2.0553	4.1027	25.408	5.09	4.0163	7.3385	9.5319	2.3635	0.99054	3.3175	1.0694	2.587	3.2849	4.7128	2.3304	0.73216	1.7917	0.64708	0.6404	0.14409	0.083798	0.067564	0	0	0	0.01929	0	0	0	0	0	0	0	0	0	0	0.070485	0	0.072729	0	0	0	0.12916	0	0	0	0.021699	0	0.28125	0.12749	0.198	0	0.89532	1.2479	0.18297	0	0	0.061329	0	0	0.026404	0.092732	0	0.21171	0	0.058739	0	0.074287	0.095129	0.29147	0.090958	0.25215	0.18128	0.18777	0.071855	0.084645	0.043163	0.17687	0.59686	0.27377	0.13389	0.76663	0.33128	0.42996	0.072782	0.72193	0.40682	0.24652	0.16623	0.33978	0.21598	0.21794	0.26517	0.20831	0.038875	0.14426	0.60821	0.10105	0.59141	0.39857	0.15663	0.24867	0.44942	0.12263	0.5915	1.5717	0.36448	0.024864	0.20115	0.078876	3.6737	0.52358	0.88222	0.4468	0.95289	0.41935	0.43471	0.2318	0.22359	0.36119	0.45591	0.33811	0.45696	0.32537	0.26408	0.10482	0.40216	0.25331		
B_31	-	{'Sample': 'Sample'}	15	NTG	F	AL	Sample	15	0.37283	0.37778	0.5249	0.71239	1.2974	5.6748	4.2019	1.3218	1.2998	0.58	0.20821	0.54989	1.021	3.4308	5.9002	1.0025	1.0866	47.957	3.4089	1.21	5.1201	0.74893	1.4953	0.5439	0.82468	0.76482	2.6156	2.0724	1.2661	3.6662	0.65992	1.7062	461.92	3.8621	16.982	14.548	5.0757	22.321	2.2224	3.7704	8.7259	20.983	2.5076	1.5737	13.089	5.7707	3.0447	0.47699	0.31602	3.0291	8.382	0.75782	5.0128	0.30551	0.15282	0.32335	0.38357	0.55513	7.3596	33.959	0.94372	1.2012	4.3268	16.83	26.052	2.2261	0.10261	18.082	0.63099	0.097295	6.0409	11.211	11.994	3.869	5.8967	1.7399	16.831	1.8048	4.4517	1.7463	3.6891	30.514	5.3693	3.5023	7.144	11.051	2.2849	0.90856	2.753	1.0388	3.2255	3.0584	4.715	2.1608	0.58617	1.3797	0.20903	0.12359	0	0	0.29558	0.35602	0.060677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070941	0.093889	0	1.0121	0.88817	0	0	0	0	0	0	0	0.021257	0	0	0	0	0.032594	0.10846	0	0	0.044512	0.23191	0.17614	0	0	0.026223	0.06853	0.061268	0.42478	0.22337	0.17471	0.61845	0.27665	0.47867	0.23036	0.64065	0.3809	0.33132	0.31514	0.66601	0.42297	0.20405	0.30355	0.2505	0.09486	0.14601	0.59023	0.095363	0.62353	0.43071	0.13396	0.40935	0.48286	0.19879	0.55357	1.6739	0.29283	0.033755	1.755	1.5066	1.2251	0.54237	0.9604	0.39196	0.95707	0.58598	0.67893	0.41242	0.46699	0.42385	0.62471	0.49059	0.71183	0.48673	0.47488	0.17044	0.66208	0.39851		
B_32	-	{'Sample': 'Sample'}	15	NTG	F	AL	Sample	15	0.3465	0.35353	0.44552	0.65728	1.2631	4.459	4.1259	1.0698	1.0873	0.41864	0.13496	0.27742	0.54803	2.034	1.0734	0.64987	0.74708	43.786	3.7572	1.076	4.0421	0.71989	1.3697	0.61655	0.95994	0.82531	3.1144	2.1757	1.4942	4.5214	1.2351	2.4365	476.23	2.3202	16.735	15.09	4.3652	19.984	2.4769	3.4949	9.174	20.167	2.2352	1.3763	10.783	5.4859	3.4081	0.51464	0.32388	2.3802	10.023	1.3953	6.6645	0.2376	0.23762	0.3694	0.96676	1.0366	8.0474	32.506	0.99576	1.4538	3.9531	17.028	23.484	2.0634	0.16534	14.85	0.9611	0.32832	6.8825	13.611	13.651	3.8366	6.0635	1.7713	18.967	1.8935	4.3778	2.3082	5.8739	29.975	4.701	4.4183	8.5361	10.36	2.2771	0.95186	3.606	1.0975	2.8148	3.4565	5.372	2.1215	0.73252	1.9562	0.60834	0.35034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038078	0	0	0	0	0	0	0	0	0.23659	0	0	0	0	0	0.20803	0.061834	0.18593	0.029026	0.88578	1.3002	0.10054	0	0.002859	0	0	0.013569	0	0	0.052815	0	0	0	0	0	0.052081	0.11411	0.049048	0.11346	0.031888	0.022055	0.058508	0	0.12523	0.15851	0.57823	0.20243	0.18083	0.64065	0.26343	0.39547	0.082867	0.91518	0.21695	0.13659	0.074607	0.4991	0.14225	0.12827	0.029885	0	0.089531	0	0.29007	0.081695	0.37735	0.34465	0	0.12054	0.31933	0.081697	0.41811	1.9186	0.18786	0	0.10788	0.084392	3.9499	0.53459	0.49284	0.47444	0.88006	0.49104	0.26242	0.28738	0.21854	0.19426	0.19226	0.41373	0.16219	0.17069	0.20762	0.14567	0.36476	0.10732		
B_33	-	{'Sample': 'Sample'}	15	NTG	F	CR	Sample	15	0.15089	0.055783	0.28203	0.42478	1.1104	4.6191	3.8561	0.885	0.73454	0.094175	0.075252	0.12216	3.9814	1.6062	0.70016	0.093754	0.24196	43.165	3.315	1.0242	3.9294	0.38262	1.2236	0.32958	0.6561	0.50857	2.2156	1.2538	0.49781	2.818	0.025956	0.67112	448.44	4.4464	22.654	17.206	6.0071	24.332	2.451	3.6265	7.9979	24.071	3.1426	1.97	13.874	7.756	3.8074	0.4854	0.21146	2.5463	10.794	1.2052	5.7344	0.23642	0.32957	0.28763	0.71095	0.92483	6.6257	36.701	1.0896	1.2519	3.6581	15.21	28.153	2.3107	0	19.823	0.99476	0.12611	6.4364	13.115	13.268	3.9953	5.9435	2.3791	20.916	2.1386	4.4617	2.2173	3.8489	32.792	5.7874	5.7328	8.1961	10.344	2.2725	1.1088	3.3833	1.3	2.6686	3.5008	6.7669	2.3295	0.95942	2.5837	0.62151	0.63012	0.062294	0	0.11698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055454	0	0	0.2134	0	0	0	0	0	0.065261	0.24129	0.18348	0	0.64069	1.5687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10327	0	0.016912	0	0.0266	0.049315	0	0.57256	0.13377	0.079881	0.46239	0.16602	0.14887	0.010825	0.77251	0.08939	0.18214	0.07756	0.35806	0.092769	0.045092	0.060482	0.0068615	0.077441	0	0.28893	0	0.41146	0.1298	0.01992	0.14522	0.041044	0	0.66176	1.2921	0.072035	0	0.095957	0	3.8886	0.34596	0.48598	0.27271	1.2261	0.26597	0.20336	0.13469	0.22987	0.18787	0.00608	0	0.22685	0.24831	0.12864	0.12449	0.24218	0		
B_34	-	{'Sample': 'Sample'}	15	NTG	F	CR	Sample	15	0.4496	0.39824	0.57327	0.88412	1.7228	6.5138	5.7873	1.5594	1.4376	0.70128	0.31995	0.45774	0.76021	3.1917	3.6826	0.87415	0.9533	42.874	4.5398	1.4902	5.1771	0.82268	1.5926	0.69138	1.166	0.90308	3.5111	2.2323	1.3225	3.5591	0.70514	1.7665	423.95	4.3843	20.678	16.428	5.6831	26.327	2.4053	3.9184	12.345	23.305	2.615	1.9385	15.417	7.1582	3.8705	0.60391	0.48042	3.4842	10.702	1.2132	6.3406	0.47732	0.38815	0.44908	0.79357	0.90515	10.679	33.905	1.1718	1.4339	4.3377	13.79	27.595	2.3279	0.16434	20.296	0.7627	0.12536	5.9827	10.579	11.111	3.9101	5.0193	1.5088	20.252	2.0771	5.2267	2.0225	4.8801	30.357	5.8119	2.9938	7.4052	10.527	2.51	0.98921	3.0223	1.1984	4.1321	3.1854	5.7202	3.0353	0.76954	1.4599	0.37613	0.41836	0	0	0.25257	0.51791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050876	0	0.058237	0	0	0	0	0	0.36532	0.096183	0.25911	0	1.611	0.4702	0.012303	0	0	0	0	0	0.071151	0.044778	0	0	0	0.0070719	0	0.017955	0.071285	0.2329	0.03375	0.16684	0.099747	0.019158	0.088522	0.13328	0.1553	0.096567	0.75474	0.17129	0.19606	0.78295	0.36927	0.44687	0.061688	0.68153	0.23972	0.2228	0.25631	0.62682	0.37696	0.21646	0.25677	0.2286	0.19807	0.083616	0.61414	0.087591	0.51654	0.3542	0.1378	0.22109	0.37761	0.13983	0.72095	1.7115	0.056599	0	0.86486	2.0761	2.3333	0.60434	0.71633	0.49762	0.534	0.37739	0.48668	0.40681	0.15715	0.28675	0.30569	0.38617	0.45293	0.26166	0.34033	0.17635	0.43971	0.30597		
B_35	-	{'Sample': 'Sample'}	15	NTG	F	CR	Sample	15	0.33369	0.23989	0.3896	0.56714	1.301	4.6075	4.2368	1.1391	1.0488	0.29509	0.15408	0.12703	0.69044	1.8515	0.84201	0.48894	0.58046	37.884	3.9543	1.2046	4.1954	0.63322	1.0457	0.44722	0.88585	0.68806	2.8904	1.7593	0.99249	3.5354	0.50517	1.1519	458.98	4.1872	19.168	16.039	6.0965	24.815	2.5879	4.0542	10.557	22.783	2.3761	1.8817	14.566	6.4278	3.8831	0.59567	0.3703	2.7401	9.1078	1.1891	5.5833	0.38435	0.43178	0.49058	0.9675	1.1049	8.6701	32.636	1.1857	1.473	3.5708	17.255	28.191	2.3339	0.077473	20.174	0.90249	0.34781	6.3903	11.056	12.793	3.668	5.4411	2.1236	19.287	1.9839	4.8012	2.2413	3.55	29.459	6.0163	4.7159	8.0776	8.3599	2.442	1.0616	3.3567	1.2972	3.1654	3.3962	5.5918	3.0343	0.78459	2.2515	0.58068	0.60956	0	0.043097	0.077021	0.10339	0.10281	0	0	0	0	0.071858	0	0	0	0	0.0083583	0.055251	0	0	0	0	0	0	0	0.27961	0	0	0	0	0	0.38399	0.2005	0.28375	0	1.4861	0.99893	0.0081073	0	0.016324	0	0	0	0	0.0023858	0.015233	0.13055	0	0.05301	0.017664	0	0.02359	0.17203	0	0.15808	0.054571	0.13647	0	0.10811	0.072315	0.07476	0.64318	0.2443	0.19229	0.79712	0.25081	0.43245	0.069812	0.85235	0.34086	0.13239	0.31453	0.63002	0.04322	0.056689	0.090831	0.17764	0.18604	0	0.49603	0.11044	0.56944	0.29939	0.11808	0.099417	0.21273	0.15789	0.41607	1.6254	0.099687	0.040595	0.2572	0.040005	2.9708	0.55524	0.60196	0.38311	0.84848	0.41485	0.35674	0.29748	0.11642	0.33018	0.2849	0.1351	0.33469	0.16499	0.20956	0.1169	0.20419	0.15067		
B_36	-	{'Sample': 'Sample'}	15	NTG	F	CR	Sample	15	0.39499	0.37437	0.49122	0.79376	1.3276	5.1204	5.3888	1.3895	1.1864	0.44419	0.14165	0.19919	0.67252	1.7503	1.0391	0.46029	0.72558	36.148	4.2091	1.2076	4.297	0.59662	1.1511	0.57342	0.83074	0.76237	3.0399	1.8525	1.1919	3.6931	0.57111	1.4577	458.85	4.2126	19.587	16.826	5.471	23.736	2.4699	3.647	10.722	23.685	2.1781	1.7313	12.401	6.352	3.7316	0.65201	0.37949	2.4897	10.362	1.2628	6.2889	0.36133	0.35693	0.42432	0.90441	0.99605	8.8989	33.874	1.3764	1.2959	5.2012	14.157	25.913	2.146	0	17.762	0.67921	0.23608	6.4561	12.004	12.184	4.0777	5.0196	1.6956	21.547	2.0932	4.7715	2.5607	5.2523	30.138	5.6	4.6948	8.5808	8.8222	2.4666	0.96262	3.1513	1.165	3.3728	3.2622	5.6038	2.6763	0.91939	2.2175	0.79821	0.41869	0.19052	0	0.041697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028406	0.021781	0.033794	0	0.22878	0	0	0	0	0	0.35082	0.051953	0.17641	0	1.3821	0.82145	0	0	0	0.097895	0	0	0	0	0.040282	0	0	0	0	0	0.013434	0.059126	0.056259	0.040431	0	0	0.011302	0.031564	0.11778	0.1426	0.66645	0.20587	0.11456	0.53556	0.20316	0.2649	0.0077578	1.1719	0.28728	0.19044	0.29329	0.6003	0.17723	0.033362	0.17522	0.029065	0.043961	0.0086578	0.35184	0.0056559	0.33583	0.26819	0.10261	0.13499	0	0	0.40497	1.8027	0.19265	0.019749	0.26461	0	4.3748	0.4441	0.46936	0.38746	0.70517	0.37445	0.32949	0.44834	0.32086	0.31684	0.15387	0.33995	0.20519	0.14565	0.151	0.024642	0.26428	0.12667		
